S/N,customer ID,Sex,Lga,Sen. Zone,Amount Granted,Principal Balance,Date Granted,Expiry Date,Principal paid,Interest paid,Principal past due,Interest past due,Paid amount,Balance,Total amount to be paid,Percentage
1136,loan1136,Female,ORHIONMWON,EDO SOUTH,"500,000.00","500,000.00",05/04/2022,04/04/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
1137,loan1137,Male,ORHIONMWON,EDO SOUTH,"500,000.00","500,000.00",05/04/2022,04/04/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
1138,loan1138,Male,ETSAKO WEST,EDO NORTH,"200,000.00","200,000.00",13/07/2022,12/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
1139,loan1139,Male,OREDO,EDO SOUTH,"400,000.00","353,323.25",05/04/2022,04/04/2023,"46,676.75","27,123.25","299,999.97","26,123.25","73,800.00","362,200.00","436,000.00",16.93
1140,loan1140,Male,UHUNMWONDE,EDO SOUTH,"500,000.00","500,000.00",07/04/2022,06/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","544,000.00","545,000.00",0.18
1141,loan1141,Female,ETSAKO WEST,EDO NORTH,"500,000.00","500,000.00",23/12/2022,22/12/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
1142,loan1142,Male,OREDO,EDO SOUTH,"400,000.00","400,000.00",08/04/2022,07/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","435,000.00","436,000.00",0.23
1143,loan1143,Male,ETSAKO WEST,EDO NORTH,"400,000.00","400,000.00",08/07/2022,07/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","435,000.00","436,000.00",0.23
1144,loan1144,Male,ESAN WEST,EDO CENTRAL,"150,000.00","149,359.59",05/07/2022,29/06/2023,640.41,"1,109.59",0.00,0.00,"1,750.00","161,750.00","163,500.00",1.07
1145,loan1145,Female,IGUEBEN,EDO CENTRAL,"500,000.00","500,000.00",09/12/2022,07/12/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
1146,loan1146,Male,ETSAKO EAST,EDO NORTH,"200,000.00","185,536.99",17/06/2022,15/06/2023,"14,463.01","4,536.99","50,000.01","3,536.99","19,000.00","199,000.00","218,000.00",8.72
1147,loan1147,Male,ETSAKO WEST,EDO NORTH,"200,000.00","200,000.00",13/07/2022,12/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
1148,loan1148,Female,ETSAKO WEST,EDO NORTH,"500,000.00","500,000.00",23/12/2022,22/12/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
1149,loan1149,Male,OWAN EAST,EDO NORTH,"100,000.00","100,000.00",13/07/2022,12/07/2023,0.00,500.00,0.00,0.00,500.00,"108,500.00","109,000.00",0.46
1150,loan1150,Female,OREDO,EDO SOUTH,"500,000.00","500,000.00",11/04/2022,10/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","544,000.00","545,000.00",0.18
1151,loan1151,Male,IKPOBA OKHA,EDO SOUTH,"500,000.00","500,000.00",05/04/2022,07/04/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
1152,loan1152,Female,ETSAKO EAST,EDO NORTH,"400,000.00","400,000.00",17/06/2022,15/06/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","435,000.00","436,000.00",0.23
1153,loan1153,Male,ESAN SOUTH-EAST,EDO CENTRAL,"500,000.00","500,000.00",12/04/2022,11/04/2023,0.00,"2,000.00",0.00,0.00,"2,000.00","543,000.00","545,000.00",0.37
1154,loan1154,Female,ESAN NORTH-EAST,EDO CENTRAL,"500,000.00","500,000.00",20/04/2022,19/04/2023,0.00,500.02,0.00,0.00,500.02,"544,499.98","545,000.00",0.09
1155,loan1155,Female,OWAN EAST,EDO NORTH,"200,000.00","188,016.44",24/06/2022,22/06/2023,"11,983.56","6,016.44","66,666.68","5,016.44","18,000.00","200,000.00","218,000.00",8.26
1156,loan1156,Male,ETSAKO EAST,EDO NORTH,"500,000.00","500,000.00",21/06/2022,20/06/2023,0.00,"1,500.00",0.00,0.00,"1,500.00","543,500.00","545,000.00",0.28
1157,loan1157,Male,ESAN NORTH-EAST,EDO CENTRAL,"200,000.00","200,000.00",06/04/2022,04/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
1158,loan1158,Male,ESAN CENTRAL,EDO CENTRAL,"200,000.00","147,561.65",07/04/2022,06/04/2023,"52,438.35","13,561.65","133,333.36","11,032.88","66,000.00","152,000.00","218,000.00",30.28
1159,loan1159,Male,IKPOBA OKHA,EDO SOUTH,"150,000.00","150,000.00",17/06/2022,16/06/2023,0.00,0.00,,,0.00,"163,500.00","163,500.00",0.00
1160,loan1160,Male,OREDO,EDO SOUTH,"200,000.00","200,000.00",04/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
1161,loan1161,Female,UHUNMWONDE,EDO SOUTH,"100,000.00","99,764.38",13/07/2022,12/07/2023,235.62,764.38,0.00,0.00,"1,000.00","108,000.00","109,000.00",0.92
1162,loan1162,Female,EGOR,EDO SOUTH,"500,000.00","381,157.54",12/09/2022,08/09/2023,"118,842.46","33,657.54","329,531.99","26,136.99","152,500.00","392,500.00","545,000.00",27.98
1163,loan1163,Female,UHUNMWONDE,EDO SOUTH,"500,000.00","500,000.00",13/12/2022,11/12/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
1164,loan1164,Female,OVIA SOUTH-WEST,EDO SOUTH,"200,000.00","200,000.00",05/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
1165,loan1165,Female,EGOR,EDO SOUTH,"200,000.00","168,024.66",04/04/2022,03/04/2023,"31,975.34","9,024.66","86,545.23","1,479.45","41,000.00","177,000.00","218,000.00",18.81
1166,loan1166,Female,OREDO,EDO SOUTH,"500,000.00","500,000.00",12/09/2022,08/09/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
1167,loan1167,Male,OVIA SOUTH-WEST,EDO SOUTH,"200,000.00","200,000.00",07/04/2022,06/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
1168,loan1168,Male,OVIA SOUTH-WEST,EDO SOUTH,"200,000.00","200,000.00",08/04/2022,07/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
1169,loan1169,Female,ORHIONMWON,EDO SOUTH,"500,000.00","500,000.00",08/12/2022,07/12/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
1170,loan1170,Male,OVIA SOUTH-WEST,EDO SOUTH,"200,000.00","184,524.66",05/04/2022,03/04/2023,"15,475.34","9,024.66","89,016.46","3,008.22","24,500.00","193,500.00","218,000.00",11.24
1171,loan1171,Female,IKPOBA OKHA,EDO SOUTH,"300,000.00","300,000.00",08/04/2022,21/06/2023,0.00,0.00,,,0.00,"327,000.00","327,000.00",0.00
1172,loan1172,Male,UHUNMWONDE,EDO SOUTH,"500,000.00","423,541.10",04/04/2022,03/04/2023,"76,458.90","15,041.10","125,000.01","10,219.18","91,500.00","453,500.00","545,000.00",16.79
1173,loan1173,Male,ESAN WEST,EDO CENTRAL,"500,000.00","500,000.00",05/04/2022,04/04/2023,0.00,"2,500.00",0.00,0.00,"2,500.00","542,500.00","545,000.00",0.46
1174,loan1174,Male,OREDO,EDO SOUTH,"200,000.00","200,000.00",04/04/2022,02/04/2023,0.00,"10,000.00","200,000.00","18,000.01","10,000.00","208,000.00","218,000.00",4.59
1175,loan1175,Male,ETSAKO EAST,EDO NORTH,"500,000.00","500,000.00",21/06/2022,20/06/2023,0.00,"1,500.00",0.00,0.00,"1,500.00","543,500.00","545,000.00",0.28
1176,loan1176,Female,ORHIONMWON,EDO SOUTH,"500,000.00","500,000.00",13/12/2022,12/12/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
1177,loan1177,Female,OREDO,EDO SOUTH,"500,000.00","500,000.00",13/04/2022,12/04/2023,0.00,"2,250.00",0.00,0.00,"2,250.00","542,750.00","545,000.00",0.41
1178,loan1178,Female,OREDO,EDO SOUTH,"300,000.00","206,000.00",21/06/2022,20/06/2023,"94,000.00","27,000.00","300,000.00","26,000.00","121,000.00","206,000.00","327,000.00",37.00
1179,loan1179,Female,OVIA SOUTH-WEST,EDO SOUTH,"200,000.00","127,000.01",05/04/2022,03/04/2023,"72,999.99","18,000.01","141,032.88","5,967.13","91,000.00","127,000.00","218,000.00",41.74
1180,loan1180,Female,EGOR,EDO SOUTH,"500,000.00","467,363.02",04/04/2022,02/04/2023,"32,636.98","18,863.02","208,333.35","17,363.02","51,500.00","493,500.00","545,000.00",9.45
1181,loan1181,Female,OREDO,EDO SOUTH,"200,000.00","168,024.66",04/04/2022,03/04/2023,"31,975.34","9,024.66","86,545.23","1,479.45","41,000.00","177,000.00","218,000.00",18.81
1182,loan1182,Female,UHUNMWONDE,EDO SOUTH,"500,000.00","184,000.01",04/04/2022,03/04/2023,"315,999.99","45,000.01","299,895.02","18,616.44","361,000.00","184,000.00","545,000.00",66.24
1183,loan1183,Female,OREDO,EDO SOUTH,"300,000.00","141,830.14",04/04/2022,03/04/2023,"158,169.86","15,830.14","125,000.00","10,317.81","174,000.00","153,000.00","327,000.00",53.21
1184,loan1184,Female,OWAN EAST,EDO NORTH,"200,000.00","151,945.21",05/07/2022,04/07/2023,"48,054.79","7,545.21","50,470.34","3,008.22","55,600.00","162,400.00","218,000.00",25.50
1185,loan1185,Female,ESAN WEST,EDO CENTRAL,"200,000.00","191,008.22",05/04/2022,04/04/2023,"8,991.78","3,008.22","32,812.79","1,528.77","12,000.00","206,000.00","218,000.00",5.50
1186,loan1186,Female,AKOKO-EDO,EDO NORTH,"200,000.00","200,000.00",27/06/2022,26/06/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
1187,loan1187,Female,ETSAKO CENTRAL,EDO NORTH,"500,000.00","500,000.00",07/04/2022,05/04/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
1188,loan1188,Male,ETSAKO EAST,EDO NORTH,"200,000.00","200,000.00",23/06/2022,22/06/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
1189,loan1189,Female,OREDO,EDO SOUTH,"500,000.00","500,000.00",08/04/2022,07/04/2023,0.00,"1,500.00",0.00,0.00,"1,500.00","543,500.00","545,000.00",0.28
1190,loan1190,Female,ORHIONMWON,EDO SOUTH,"500,000.00","500,000.00",09/09/2022,08/09/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","544,000.00","545,000.00",0.18
1191,loan1191,Male,AKOKO-EDO,EDO NORTH,"400,000.00","400,000.00",17/06/2022,15/06/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","435,000.00","436,000.00",0.23
1192,loan1192,Male,ETSAKO CENTRAL,EDO NORTH,"300,000.00","228,500.00",07/04/2022,05/04/2023,"71,500.00","27,000.00","300,000.00","26,500.00","98,500.00","228,500.00","327,000.00",30.12
1193,loan1193,Male,OVIA SOUTH-WEST,EDO SOUTH,"200,000.00","200,000.00",07/04/2022,06/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
1194,loan1194,Male,ETSAKO CENTRAL,EDO NORTH,"300,000.00","300,000.00",07/04/2022,05/04/2023,0.00,500.00,0.00,0.00,500.00,"326,500.00","327,000.00",0.15
1195,loan1195,Male,OVIA SOUTH-WEST,EDO SOUTH,"200,000.00","193,487.67",07/04/2022,06/04/2023,"6,512.33","4,487.67","50,000.01","3,487.67","11,000.00","207,000.00","218,000.00",5.05
1196,loan1196,Male,ESAN NORTH-EAST,EDO CENTRAL,"200,000.00","200,000.00",30/06/2022,28/06/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
1197,loan1197,Male,IGUEBEN,EDO CENTRAL,"500,000.00","500,000.00",30/06/2022,29/06/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","544,000.00","545,000.00",0.18
1198,loan1198,Female,EGOR,EDO SOUTH,"300,000.00","276,512.33",04/04/2022,02/04/2023,"23,487.67","4,512.33","50,000.00","3,512.33","28,000.00","299,000.00","327,000.00",8.56
1199,loan1199,Female,IGUEBEN,EDO CENTRAL,"500,000.00","500,000.00",20/12/2022,19/12/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
1200,loan1200,Male,ETSAKO WEST,EDO NORTH,"500,000.00","500,000.00",08/07/2022,07/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","544,000.00","545,000.00",0.18
1201,loan1201,Male,ETSAKO CENTRAL,EDO NORTH,"500,000.00","458,333.33",07/04/2022,05/04/2023,"41,666.67","3,833.33",0.00,0.00,"45,500.00","499,500.00","545,000.00",8.35
1202,loan1202,Female,UHUNMWONDE,EDO SOUTH,"500,000.00","500,000.00",13/12/2022,11/12/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
1203,loan1203,Female,ETSAKO WEST,EDO NORTH,"500,000.00","500,000.00",23/12/2022,22/12/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
1204,loan1204,Female,EGOR,EDO SOUTH,"500,000.00",0.00,05/04/2022,03/04/2023,"500,000.00","45,000.01","500,000.00","44,000.01","545,000.01",-0.01,"545,000.00",100.00
1205,loan1205,Male,OWAN EAST,EDO NORTH,"200,000.00","200,000.00",09/08/2022,08/08/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
1206,loan1206,Female,UHUNMWONDE,EDO SOUTH,"500,000.00","500,000.00",15/12/2022,14/12/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
1207,loan1207,Male,ETSAKO WEST,EDO NORTH,"200,000.00","200,000.00",13/07/2022,12/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
1208,loan1208,Male,ESAN WEST,EDO CENTRAL,"200,000.00","200,000.00",29/06/2022,28/06/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
1209,loan1209,Female,ESAN NORTH-EAST,EDO CENTRAL,"300,000.00","300,000.00",05/07/2022,04/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","326,000.00","327,000.00",0.31
1210,loan1210,Male,ETSAKO EAST,EDO NORTH,"300,000.00","300,000.00",17/06/2022,15/06/2023,0.00,500.00,0.00,0.00,500.00,"326,500.00","327,000.00",0.15
1211,loan1211,Male,ETSAKO WEST,EDO NORTH,"200,000.00","200,000.00",13/07/2022,12/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
1212,loan1212,Female,ORHIONMWON,EDO SOUTH,"500,000.00","500,000.00",09/09/2022,08/09/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
1213,loan1213,Female,IGUEBEN,EDO CENTRAL,"500,000.00","500,000.00",05/01/2023,03/01/2024,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
1214,loan1214,Female,IKPOBA OKHA,EDO SOUTH,"500,000.00","500,000.00",05/04/2022,04/04/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
1215,loan1215,Female,ESAN WEST,EDO CENTRAL,"400,000.00","400,000.00",05/07/2022,04/07/2023,0.00,"2,000.00",0.00,0.00,"2,000.00","434,000.00","436,000.00",0.46
1216,loan1216,Female,OREDO,EDO SOUTH,"500,000.00","500,000.00",09/12/2022,08/12/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
1217,loan1217,Male,ETSAKO WEST,EDO NORTH,"200,000.00","200,000.00",05/07/2022,04/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
1218,loan1218,Male,UHUNMWONDE,EDO SOUTH,"500,000.00","500,000.00",05/04/2022,03/04/2023,0.00,"1,500.00",0.00,0.00,"1,500.00","543,500.00","545,000.00",0.28
1219,loan1219,Male,ESAN WEST,EDO CENTRAL,"200,000.00","196,479.45",05/04/2022,04/04/2023,"3,520.55","1,479.45",0.00,0.00,"5,000.00","213,000.00","218,000.00",2.29
1220,loan1220,Female,UHUNMWONDE,EDO SOUTH,"200,000.00","200,000.00",05/04/2022,04/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
1221,loan1221,Male,ETSAKO CENTRAL,EDO NORTH,"500,000.00","500,000.00",23/05/2022,19/05/2023,0.00,970.00,0.00,0.00,970.00,"544,030.00","545,000.00",0.18
1222,loan1222,Male,ETSAKO WEST,EDO NORTH,"500,000.00","500,000.00",13/07/2022,12/07/2023,0.00,"1,500.00",0.00,0.00,"1,500.00","543,500.00","545,000.00",0.28
1223,loan1223,Male,ETSAKO WEST,EDO NORTH,"150,000.00","150,000.00",13/07/2022,12/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","162,500.00","163,500.00",0.61
1224,loan1224,Male,ESAN NORTH-EAST,EDO CENTRAL,"200,000.00","200,000.00",04/07/2022,03/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
1225,loan1225,Female,IKPOBA OKHA,EDO SOUTH,"500,000.00","491,041.10",09/09/2022,08/09/2023,"8,958.90","15,041.10","158,365.31","11,342.47","24,000.00","521,000.00","545,000.00",4.40
1226,loan1226,Female,OWAN WEST,EDO NORTH,"150,000.00","150,000.00",04/07/2022,03/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","162,500.00","163,500.00",0.61
1227,loan1227,Female,UHUNMWONDE,EDO SOUTH,"500,000.00","500,000.00",13/12/2022,11/12/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
1228,loan1228,Female,ETSAKO WEST,EDO NORTH,"500,000.00","500,000.00",19/12/2022,18/12/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
1229,loan1229,Female,ESAN CENTRAL,EDO CENTRAL,"100,000.00","99,764.38",14/07/2022,13/07/2023,235.62,764.38,0.00,0.00,"1,000.00","108,000.00","109,000.00",0.92
1230,loan1230,Female,UHUNMWONDE,EDO SOUTH,"500,000.00","500,000.00",13/12/2022,11/12/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
1231,loan1231,Female,ESAN NORTH-EAST,EDO CENTRAL,"100,000.00","9,735.61",22/08/2022,21/08/2023,"90,264.39","8,235.61",0.00,0.00,"98,500.00","10,500.00","109,000.00",90.37
1232,loan1232,Female,UHUNMWONDE,EDO SOUTH,"500,000.00","500,000.00",04/01/2023,03/01/2024,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
1233,loan1233,Female,ESAN NORTH-EAST,EDO CENTRAL,"500,000.00","500,000.00",04/01/2023,03/01/2024,0.00,0.00,0.00,0.00,0.00,"545,000.00","545,000.00",0.00
1234,loan1234,Male,IGUEBEN,EDO CENTRAL,"200,000.00","200,000.00",07/07/2022,06/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
1235,loan1235,Male,ETSAKO WEST,EDO NORTH,"100,000.00","99,764.38",13/07/2022,12/07/2023,235.62,764.38,0.00,0.00,"1,000.00","108,000.00","109,000.00",0.92
1236,loan1236,Male,OVIA SOUTH-WEST,EDO SOUTH,"200,000.00","200,000.00",07/04/2022,06/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
1237,loan1237,Female,ESAN NORTH-EAST,EDO CENTRAL,"100,000.00","99,764.38",18/08/2022,17/08/2023,235.62,764.38,0.00,0.00,"1,000.00","108,000.00","109,000.00",0.92
1238,loan1238,Female,ETSAKO WEST,EDO NORTH,"300,000.00","225,000.00",13/07/2022,12/07/2023,"75,000.00","7,000.00",0.00,0.00,"82,000.00","245,000.00","327,000.00",25.08
1239,loan1239,Male,ESAN NORTH-EAST,EDO CENTRAL,"500,000.00","500,000.00",18/08/2022,17/08/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","544,000.00","545,000.00",0.18
1240,loan1240,Female,IGUEBEN,EDO CENTRAL,"500,000.00","500,000.00",09/12/2022,07/12/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
1241,loan1241,Male,EGOR,EDO SOUTH,"200,000.00","168,024.66",05/04/2022,03/04/2023,"31,975.34","9,024.66","86,545.23","1,479.45","41,000.00","177,000.00","218,000.00",18.81
1242,loan1242,Male,OREDO,EDO SOUTH,"300,000.00","300,000.00",05/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","326,000.00","327,000.00",0.31
1243,loan1243,Male,ESAN NORTH-EAST,EDO CENTRAL,"500,000.00","500,000.00",18/08/2022,17/08/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","544,000.00","545,000.00",0.18
1244,loan1244,Female,ETSAKO WEST,EDO NORTH,"500,000.00","500,000.00",23/12/2022,22/12/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
1245,loan1245,Female,UHUNMWONDE,EDO SOUTH,"500,000.00","500,000.00",13/12/2022,11/12/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
1246,loan1246,Male,EGOR,EDO SOUTH,"200,000.00","37,000.01",04/04/2022,03/04/2023,"162,999.99","18,000.01","66,821.02","3,057.54","181,000.00","37,000.00","218,000.00",83.03
1247,loan1247,Male,ESAN NORTH-EAST,EDO CENTRAL,"500,000.00","500,000.00",13/07/2022,12/07/2023,0.00,"1,250.00",0.00,0.00,"1,250.00","543,750.00","545,000.00",0.23
1248,loan1248,Female,EGOR,EDO SOUTH,"200,000.00","189,045.21",05/05/2022,21/04/2023,"10,954.79","7,545.21","83,333.35","7,545.21","18,500.00","199,500.00","218,000.00",8.49
1249,loan1249,Female,ORHIONMWON,EDO SOUTH,"150,000.00",0.00,19/07/2022,18/07/2023,"150,000.00","13,500.04","41,055.50","3,328.78","163,500.04",-0.04,"163,500.00",100.00
1250,loan1250,Female,EGOR,EDO SOUTH,"200,000.00","200,000.00",04/04/2022,02/04/2023,0.00,0.00,0.00,0.00,0.00,"218,000.00","218,000.00",0.00
1251,loan1251,Female,UHUNMWONDE,EDO SOUTH,"400,000.00","399,958.90",30/06/2022,28/06/2023,41.10,"2,958.90",0.00,0.00,"3,000.00","433,000.00","436,000.00",0.69
1252,loan1252,Female,AKOKO-EDO,EDO NORTH,"150,000.00","148,859.59",17/06/2022,16/06/2023,"1,140.41","1,109.59",0.00,0.00,"2,250.00","161,250.00","163,500.00",1.38
1253,loan1253,Male,UHUNMWONDE,EDO SOUTH,"400,000.00","400,000.00",30/06/2022,28/06/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","435,000.00","436,000.00",0.23
1254,loan1254,Male,ESAN SOUTH-EAST,EDO CENTRAL,"300,000.00","300,000.00",27/06/2022,26/06/2023,0.00,"1,500.00",0.00,0.00,"1,500.00","325,500.00","327,000.00",0.46
1255,loan1255,Male,OVIA SOUTH-WEST,EDO SOUTH,"200,000.00","195,487.67",08/04/2022,07/04/2023,"4,512.33","4,487.67","33,333.34","2,008.22","9,000.00","209,000.00","218,000.00",4.13
1256,loan1256,Male,AKOKO-EDO,EDO NORTH,"500,000.00","500,000.00",21/06/2022,20/06/2023,0.00,"1,500.00",0.00,0.00,"1,500.00","543,500.00","545,000.00",0.28
1257,loan1257,Female,AKOKO-EDO,EDO NORTH,"500,000.00","500,000.00",07/07/2022,06/07/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
1258,loan1258,Male,ESAN SOUTH-EAST,EDO CENTRAL,"300,000.00","300,000.00",27/06/2022,26/06/2023,0.00,"1,500.00",0.00,0.00,"1,500.00","325,500.00","327,000.00",0.46
1259,loan1259,Male,ESAN WEST,EDO CENTRAL,"150,000.00","149,396.58",13/07/2022,12/07/2023,603.42,"1,146.58",0.00,0.00,"1,750.00","161,750.00","163,500.00",1.07
1260,loan1260,Male,EGOR,EDO SOUTH,"200,000.00","168,024.66",05/04/2022,03/04/2023,"31,975.34","9,024.66","86,545.23","1,479.45","41,000.00","177,000.00","218,000.00",18.81
1261,loan1261,Female,ETSAKO WEST,EDO NORTH,"500,000.00","500,000.00",08/07/2022,07/07/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
1262,loan1262,Male,ESAN CENTRAL,EDO CENTRAL,"100,000.00","99,764.38",19/07/2022,18/07/2023,235.62,764.38,0.00,0.00,"1,000.00","108,000.00","109,000.00",0.92
1263,loan1263,Female,UHUNMWONDE,EDO SOUTH,"200,000.00","200,000.00",04/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
1264,loan1264,Male,ESAN WEST,EDO CENTRAL,"200,000.00","200,000.00",30/06/2022,29/06/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
1265,loan1265,Male,ESAN WEST,EDO CENTRAL,"100,000.00","99,239.73",29/06/2022,28/06/2023,760.27,739.73,0.00,0.00,"1,500.00","107,500.00","109,000.00",1.38
1266,loan1266,Male,ESAN CENTRAL,EDO CENTRAL,"200,000.00","200,000.00",10/08/2022,09/08/2023,0.00,0.00,,,0.00,"218,000.00","218,000.00",0.00
1267,loan1267,Female,OVIA SOUTH-WEST,EDO SOUTH,"200,000.00","200,000.00",04/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
1268,loan1268,Male,OREDO,EDO SOUTH,"200,000.00","188,345.21",04/04/2022,03/04/2023,"11,654.79","7,545.21","83,333.35","6,545.21","19,200.00","198,800.00","218,000.00",8.81
1269,loan1269,Female,AKOKO-EDO,EDO NORTH,"100,000.00","91,504.11",17/06/2022,16/06/2023,"8,495.89","1,504.11",0.00,0.00,"10,000.00","99,000.00","109,000.00",9.17
1270,loan1270,Male,ESAN CENTRAL,EDO CENTRAL,"300,000.00","300,000.00",07/04/2022,06/04/2023,0.00,"1,250.00",0.00,0.00,"1,250.00","325,750.00","327,000.00",0.38
1271,loan1271,Male,OWAN EAST,EDO NORTH,"200,000.00","200,000.00",04/07/2022,03/07/2023,0.00,"1,250.00",0.00,0.00,"1,250.00","216,750.00","218,000.00",0.57
1272,loan1272,Male,OVIA SOUTH-WEST,EDO SOUTH,"200,000.00","73,000.01",07/04/2022,06/04/2023,"126,999.99","18,000.01","170,545.21","10,454.80","145,000.00","73,000.00","218,000.00",66.51
1273,loan1273,Male,ESAN WEST,EDO CENTRAL,"200,000.00","200,000.00",30/06/2022,28/06/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
1274,loan1274,Male,ESAN WEST,EDO CENTRAL,"200,000.00","200,000.00",30/06/2022,29/06/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
1275,loan1275,Female,ETSAKO EAST,EDO NORTH,"200,000.00","198,479.45",17/06/2022,16/06/2023,"1,520.55","1,479.45",0.00,0.00,"3,000.00","215,000.00","218,000.00",1.38
1276,loan1276,Female,ETSAKO EAST,EDO NORTH,"200,000.00","200,000.00",17/06/2022,15/06/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
